City,Address,Latitude,Longitude,List Price,Close Price,Price Per Sqft,Sqft,DOM,Close Date,Bathrooms,Bedrooms,Subdivision Name,MLS Major Area,List Agent,Buy Agent,List Office Name,Buyer Office Name
Corona del Mar,414 Orchid,33.595063,-117.867863,2775000,2775000,1543,1798,0,02-23-2021,3,3,Corona del Mar North of PCH (CNHW),CS - Corona Del Mar - Spyglass,Kristin Alexander,Michael Carpenter,Compass,Compass
Newport Beach,205 Via Cordova,33.615271,-117.92228,2675000,2575000,1831,1406,7,02-23-2021,2,2,Lido Island (LIDO),N8 - West Newport - Lido,Diana Miner,Michael Call,Coldwell Banker Realty,Michael Call Realty
San Clemente,176 Avenida De La Paz,33.433942,-117.614892,1649000,1649000,622,2651,6,02-23-2021,3,4,Other (OTHR),SC - San Clemente Central,Ryan Schramm,Ryan Schramm,Creatus Properties,Creatus Properties
Newport Beach,375 23Rd,33.648013,-117.896545,1529000,1529000,710,2154,9,02-23-2021,2,4,,N7 - West Bay - Santa Ana Heights,Kirk Hoffman,Stephen Walsh,Berkshire Hathaway Home Service,Compass
Corona del Mar,419 Iris,33.598336,-117.872923,1399999,1270000,825,1539,246,02-23-2021,2,3,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Coleen Brennan,Roger Dibble,Engel & Voelkers Newport Beach,Casamore Properties
Laguna Beach,1280 Roosevelt,33.552506,-117.775762,1050000,1043000,1477,706,7,02-23-2021,0,2,,LC - Laguna Canyon,John Rodgers,Lindsay Clark,"John Rodgers, Broker",Engel & Voelkers Laguna Beach
Laguna Niguel,28601 Las Arubas,33.547486,-117.695251,738000,738000,489,1509,0,02-23-2021,2,3,Tampico (RN) (RNO),LNLAK - Lake Area,Mark Lucy,Mark Lucy,HomeVest Properties,HomeVest Properties
San Clemente,115 Via Breve,33.444528,-117.646703,625000,630000,504,1250,7,02-23-2021,2,2,Bay Cliff Village (BV),SN - San Clemente North,Bill Conrad,Annika Godfrey,Conrad Realtors Inc,Coldwell Banker Realty
San Juan Capistrano,29435 Avocado,33.535444,-117.671054,605000,605000,475,1274,0,02-23-2021,2,3,Other (OTHR),JN - San Juan North,Rebeca Dominguez,Rebeca Dominguez,Realty One Group West,Realty One Group West
San Juan Capistrano,26196 Country,33.531379,-117.673226,444999,430000,394,1091,70,02-23-2021,1,2,Vil San Juan Townhomes (VST),JN - San Juan North,Alexander Avelar,Alexander Avelar,Pacific Properties Realty Group,Pacific Properties Realty Group
Laguna Niguel,22902 Oceanbreeze,33.500019,-117.729494,5350000,5000000,943,5302,97,02-24-2021,5,4,Monarch Point Custom (MPC),LNSMT - Summit,Andrea Ballesteros,Aaron Andersen,Coldwell Banker Realty,Luxe Real Estate
Newport Beach,1201 Cliff,33.617673,-117.913873,2799000,3000000,755,3974,5,02-24-2021,3,5,,N6 - Newport Heights,Heather Young,Matthew Peters,The Oppenheim Group,"The Oppenheim Group, Inc."
Corona del Mar,416 Poinsettia,33.594639,-117.86696,2399000,2375000,1209,1964,3,02-24-2021,2,3,Corona del Mar North of PCH (CNHW),CS - Corona Del Mar - Spyglass,Kim Walker,Michelle LoCascio,Compass,Residential Agent Inc.
San Juan Capistrano,28700 Martingale,33.514185,-117.632131,2550000,2335000,555,4207,4,02-24-2021,5,5,Other (OTHR),OR - Ortega/Orange County,Briant Patterson,Briant Patterson,Pacific Sotheby's International Realty,Pacific Sotheby's International Realty
Laguna Niguel,38 San Simeon,33.531728,-117.729594,2195000,2300000,505,4554,6,02-24-2021,4,5,Palmilla (PAL),LNSMT - Summit,Michael Brown,Katherine McCandless,Home Buyers Marketing II Inc,Redfin
Newport Beach,207 Crystal,33.606068,-117.887576,2350000,2250000,1497,1503,87,02-24-2021,3,3,Balboa Island - Little Island (BALL),N9 - Lower Newport Bay - Balboa Island,Marlys Vasterling,Corey Gulbranson,"Lora Vance, Realtor","Shorecrest Real Estate, Inc"
San Clemente,44 Calle Vista Del Sol,33.471476,-117.582464,2297000,2235000,477,4686,4,02-24-2021,5,5,Montellano (MONO),TL - Talega,Doug Echelberger,Robert Najafinia,Pacific Sotheby's Int'l Realty,Realty One Group West
Dana Point,24781 Anchor Lantern,33.465279,-117.697325,1750000,1672200,655,2553,186,02-24-2021,2,3,Lantern Bay Estates (LE),LT - Lantern Village,Steven Abraham,Steven Abraham,First Team Estates,First Team Estates
San Clemente,2125 Entrada Paraiso,33.418055,-117.598562,1399000,1360000,413,3293,128,02-24-2021,3,4,Other (OTHR),SE - San Clemente Southeast,Jeremy Conrad,Casey Kirkland,Conrad Realtors Inc,Coldwell Banker Realty
San Clemente,256 Avenida La Cuesta,33.433581,-117.609417,1239000,1170000,644,1817,68,02-24-2021,2,3,Other (OTHR),SC - San Clemente Central,Bruce Hall,chris marx,"Luxre Realty, Inc.",NONMEMBER MRML
San Clemente,4032 Calle Marlena,33.392828,-117.597417,4395000,4395000,1310,3355,127,02-25-2021,4,5,Cyprus Shore (CS),SW - San Clemente Southwest,Scott Kidd,Jeremy Conrad,Berkshire Hathaway Home Service,Conrad Realtors Inc
Newport Coast,1 Seyne,33.626188,-117.840241,2799500,2750000,917,2999,102,02-25-2021,2,3,Provence (NRPV),N26 - Newport Coast,Paul Daftarian,YING YE,Luxe Real Estate,KELLER WILLIAMS SIGNATURE RLTY
Laguna Beach,2520 Iris,33.526744,-117.762415,2650000,2620000,1638,1600,69,02-25-2021,3,3,Alta Vista (AV),LV - Laguna Village,Sherri McDaniel,DOLLY YAU,Compass,DOLLY REALTY
Newport Beach,22 Rue Grand Ducal,33.627019,-117.8766,2289000,2275000,756,3009,5,02-25-2021,2,3,Big Canyon Deane (BCDN),NV - East Bluff - Harbor View,Brad Hinman,Bruce Miller,Compass,Berkshire Hathaway Homeservice
Newport Beach,12 Edgewood,33.635934,-117.870374,2149000,2125000,728,2919,35,02-25-2021,3,3,Balboa (One Ford Road) (OFBB),NV - East Bluff - Harbor View,Katie Machoskie,Ryan Gunderson,Compass,Abrams Coastal Properties
Corona del Mar,501 Orchid,33.595893,-117.867577,1665000,1625000,939,1731,164,02-25-2021,3,3,Corona del Mar North of PCH (CNHW),CS - Corona Del Mar - Spyglass,Casey Lesher,DarieJane Oliveros,Coldwell Banker Realty,Berkshire Hathaway HomeService
San Juan Capistrano,31251 Via Del Verde,33.487472,-117.638007,1450000,1450000,455,3187,10,02-25-2021,3,4,San Juan Hills (JH),OR - Ortega/Orange County,Kami Khorouzan,Brett Smith,Khorouzan Realty,Berkshire Hathaway HomeService
Dana Point,33496 Ironsides,33.476388,-117.684299,1199000,1256000,505,2487,2,02-25-2021,2,4,Marlborough Seaside (MS),DO - Del Obispo,Michelle Fry,Donna Friedman,Keller Williams Realty,Coldwell Banker Realty
Dana Point,34133 Calle La Primavera,33.467244,-117.689505,1300000,1250000,552,2264,9,02-25-2021,2,4,Lantern Village South (LDS),LT - Lantern Village,Erin Valovich,Ann Metzger,Coldwell Banker Realty,The Agency
Dana Point,26 Saint Kitts,33.481243,-117.707553,1088888,1090000,543,2007,37,02-25-2021,2,3,Antigua (MBA),MB - Monarch Beach,John Veytia,Dana Worsham,Residential Agent Inc,Coldwell Banker Realty
Dana Point,34081 Malaga,33.467977,-117.69571,1078000,1060000,1325,800,20,02-25-2021,0,2,Lantern Village South (LDS),LT - Lantern Village,Gaetano LoGrande,Fred Albuquerque,Bullock Russell RE Services,Surterre Properties
Dana Point,26802 Calle Maria,33.457684,-117.662036,795000,840000,816,1029,48,02-25-2021,1,2,Other (OTHR),CB - Capistrano Beach,Zen Ziejewski,Lorynn Vossler,Keller Williams Realty,Realty One Group West
Dana Point,34 Ritz Cove,33.478155,-117.721067,9300000,8800000,1816,4846,113,02-26-2021,4,4,Ritz Cove (RC),MB - Monarch Beach,Bob Wolff,Kristina Dodge,Harcourts Prime Properties,Compass
Newport Beach,51 Balboa Coves,33.620957,-117.931751,4895000,4650000,1550,3000,81,02-26-2021,3,5,Balboa Coves (BLCV),N8 - West Newport - Lido,Josef Szigeti,Kimberly Bibb,"Douglas Elliman Of California,",Villa Real Estate
San Clemente,4016 Calle Louisa,33.394188,-117.597389,4495000,4500000,1949,2309,0,02-26-2021,1,3,Cyprus Shore (CS),SW - San Clemente Southwest,Christian Wach,Gary Ward,Pacific Sotheby's Int'l Realty,Century 21 Award
Newport Beach,21 Augusta,33.620779,-117.865003,4250000,4200000,1125,3733,5,02-26-2021,3,3,Big Canyon Broadmoor (BCBM),NV - East Bluff - Harbor View,Lindsay Bibb,Georgina Jacobson,Villa Real Estate,Coldwell Banker Realty
Dana Point,19 Gavina,33.482531,-117.709584,3895000,4100000,788,5203,9,02-26-2021,5,5,Estates At Monarch Beach (EMB),MB - Monarch Beach,Greg Fogle,Cyndi Elders,"Coastline Real Estate Grp, Inc",Keller Williams OC Coastal Realty
Newport Beach,421 Holmwood,33.625644,-117.925289,3749999,3749999,750,5000,17,02-26-2021,4,4,Newport Heights (NEWH),N6 - Newport Heights,Jami Sepulveda,Matt Perry,Villa Real Estate,Arbor Real Estate
Laguna Niguel,8 Tattersall,33.489886,-117.689353,3500000,3250000,561,5793,87,02-26-2021,4,5,Bear Brand Ranch Custom (BBR),LNSLT - Salt Creek,Lori McGuire,Lori McGuire,RE/MAX Select One,RE/MAX Select One
Corona del Mar,302 Marguerite,33.594889,-117.871946,3149000,3150000,1468,2146,161,02-26-2021,2,3,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Shayne Bernstein,Piper Rissmiller,"DOUGLAS ELLIMAN OF CALIFORNIA,",Re/Max First Class
Corona del Mar,509 Goldenrod,33.600461,-117.873555,3160000,3060000,956,3201,103,02-26-2021,5,5,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Casey Lesher,Casey Lesher,Coldwell Banker Realty,Coldwell Banker Realty
Laguna Beach,865 Quivera,33.527873,-117.757426,2999000,3000000,824,3641,15,02-26-2021,4,4,Arch Beach Heights (ABH),LV - Laguna Village,Victor Vasu,Joele Romeo,Coldwell Banker Realty,Pacific Sotheby's Int'l Realty
Corona del Mar,715 Heliotrope,33.601665,-117.870898,2675000,2662500,1497,1779,4,02-26-2021,3,3,Corona del Mar North of PCH (CNHW),CS - Corona Del Mar - Spyglass,Patricia Presson,Katrina Smith,Surterre Properties,Pinpoint Properties
Corona del Mar,323 Marguerite,33.595767,-117.871676,2395000,2395000,1371,1747,0,02-26-2021,2,3,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Julian Tooma,Michael Carpenter,Breeze Real Estate,Compass
Corona del Mar,709 Larkspur,33.599973,-117.868917,2495000,2350000,1000,2350,34,02-26-2021,3,4,Corona del Mar North of PCH (CNHW),CS - Corona Del Mar - Spyglass,Casey Lesher,Farhad Khosravi,Coldwell Banker Realty,"Farhard E. Khosravi, Broker"
Newport Beach,1954 Santiago,33.640167,-117.891532,2275000,2200000,621,3543,155,02-26-2021,1,5,Dover Shores (DSAM),N7 - West Bay - Santa Ana Heights,Danielle Purcell,THOMAS MCINTOSH,Re/Max Coastal Luxury,GILLMORE REAL ESTATE
Newport Beach,6 Rue Chateau Royal,33.624858,-117.876966,2198000,2190500,1095,2000,10,02-26-2021,2,2,Big Canyon Deane (BCDN),NV - East Bluff - Harbor View,Julie Blumberg,Michael Caruso,HomeSmart Evergreen Realty,The Agency
Newport Beach,1607 Port Charles,33.62573,-117.860562,2186000,2186000,941,2323,0,02-26-2021,2,4,Harbor View Homes (HVHM),NV - East Bluff - Harbor View,Jim Kline,Corey Anthony,Surterre Properties,Surterre Properties Inc.
Newport Beach,1411 Lincoln,33.628133,-117.896133,1999000,2075000,1051,1974,22,02-26-2021,2,4,Baycrest South (BCSO),N7 - West Bay - Santa Ana Heights,Robby Conn,Brian Wollner,Best Rate Real Estate,Coldwell Banker Realty
San Clemente,857 Avenida Acapulco,33.42328,-117.592551,1999900,1940000,284,6831,18,02-26-2021,4,5,Mariners Point (MP),SE - San Clemente Southeast,Valentino Moca,Xiaodi Wen,"Valentino Moca, Broker","HomeSmart, Evergreen Realty"
Newport Beach,500 Fullerton,33.622,-117.916135,1800000,1870000,1225,1527,6,02-26-2021,2,2,,N6 - Newport Heights,Laurence Cook,Laurence Cook,Rodeo Realty,Rodeo Realty
San Juan Capistrano,28322 Via Fernando,33.502418,-117.636929,1795000,1775000,352,5043,0,02-26-2021,4,5,Hidden Mountain (HM),OR - Ortega/Orange County,Pk Jenican,Pk Jenican,Coldwell Banker Realty,Coldwell Banker Realty
San Clemente,161 Calle Redondel,33.433889,-117.622969,1700000,1650000,718,2298,17,02-26-2021,2,3,Other (OTHR),SC - San Clemente Central,Mikaela Webber,Todd Muradian,Regency Real Estate Brokers,"Aspero Realty, Inc"
Newport Beach,316 Otero,33.645102,-117.880475,1655000,1600000,709,2257,11,02-26-2021,2,4,Bluffs Homes on the Bay (BNHB),NV - East Bluff - Harbor View,Kathy Fallon,Linda Bentley,Surterre Properties,Coldwell Banker Realty
Laguna Niguel,24311 La Hermosa,33.524863,-117.705206,1450000,1510000,642,2352,6,02-26-2021,3,4,Pacesetter II (PA2),LNSEA - Sea Country,Doug Wathen,Bryan Whittam,Coldwell Banker Realty,Pacific Sotheby’s International Realty
Newport Beach,2307 Redlands,33.649145,-117.896362,1544975,1500000,745,2013,15,02-26-2021,2,4,Cherry Lake Area (UBCL),N7 - West Bay - Santa Ana Heights,Thomas Tran,Lisa Ohanesian-Gambill,Advance Estate Realty,Coldwell Banker Realty
Laguna Beach,567 Bluebird Canyon,33.532318,-117.769569,1495000,1500000,1370,1095,7,02-26-2021,2,2,The Village (VIL),LV - Laguna Village,Connie McKibban,Tracy Browne,Berkshire Hathaway Home Service,Compass
Corona del Mar,702 Acacia Ave,33.604211,-117.875475,1499000,1470000,1014,1450,4,02-26-2021,2,2,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Laurie Eastman,Stanley McNaughton,Compass,"Stanley McNaughton, Brker"
Corona del Mar,702 Marigold,33.598407,-117.867192,1495000,1450000,1094,1325,158,02-26-2021,2,2,Corona del Mar North of PCH (CNHW),CS - Corona Del Mar - Spyglass,Casey Lesher,Carol Kurachi,Coldwell Banker Realty,COMPASS
Laguna Niguel,29562 Alta Terra,33.533578,-117.728953,1350000,1410000,515,2738,5,02-26-2021,3,4,Paragon - Niguel Summit (PAR),LNSMT - Summit,Helena Noonan,Helena Noonan,Compass,Compass
San Clemente,2016 Via Aguila,33.445639,-117.619968,1400000,1370000,393,3486,5,02-26-2021,4,5,Summit at Highland Light (SUM),MH - Marblehead,Megan Herzing,Michael Mechling,"HomeSmart, Evergreen Realty",Berkshire Hathaway HomeServices
Laguna Niguel,28491 Springfield,33.549113,-117.687507,1275000,1275000,454,2808,0,02-26-2021,2,4,Rolling Hills (RHH),LNSEA - Sea Country,Tony English,Tony English,English Realty,English Realty
Dana Point,15 Saint Kitts,33.481676,-117.708175,1198000,1250000,639,1956,5,02-26-2021,2,3,Antigua (MBA),MB - Monarch Beach,Kathryn Samuel,Lauren Greer,First Team Estates,Pacific Sotheby's Int'l Realty
Corona del Mar,416 Poinsettia,33.594639,-117.86696,1099000,1125000,1150,978,1,02-26-2021,1,2,Corona del Mar North of PCH (CNHW),CS - Corona Del Mar - Spyglass,Kim Walker,Jenna Downes,Compass,Compass
Laguna Niguel,28222 Rancho Azul,33.552932,-117.689426,1139888,1105000,443,2494,50,02-26-2021,3,5,Mandevilla (RN) (RNM),LNLAK - Lake Area,Steve Faghih,June Sun,"HomeSmart, Evergreen Realty",Century 21 Home
Laguna Niguel,23012 Maraleste,33.511325,-117.72754,1038800,1038800,632,1644,23,02-26-2021,2,2,Monarch Summit I (MS1),LNSMT - Summit,Robert Gottuso,Steven Abraham,First Team Real Estate,First Team Estates
San Clemente,16 Albergar,33.442901,-117.59421,950000,1007000,501,2010,3,02-26-2021,2,3,Richmond Pointe (RP),RS - Rancho San Clemente,Michelle Wilson,J.D. Aasland,First Team Real Estate,First Team Estates
Laguna Niguel,44 Son Bon,33.517508,-117.702702,720000,800000,547,1463,3,02-26-2021,3,3,Monaco I (Niguel South) (MHM),LNSLT - Salt Creek,Misty Tracy,Liana Norman,Redfin,First Team Real Estate
Laguna Beach,1450 Bluebird Canyon,33.538626,-117.762204,2250000,2235000,899,2486,3,02-27-2021,2,3,Rancho Laguna (RL),LV - Laguna Village,Kelly Brennan,Diane Cannon,Compass,Compass
Newport Beach,2200 Fiesta,33.638126,-117.88076,1225000,1180000,811,1455,33,02-27-2021,2,2,Bluffs Original (BORI),NV - East Bluff - Harbor View,Kathy Fallon,Kathy Fallon,Surterre Properties,Surterre Properties Inc.
Corona del Mar,1201 Outrigger,33.601858,-117.857145,3295000,3240000,1218,2660,213,02-28-2021,2,4,Harbor View Hills I (HAV1),CS - Corona Del Mar - Spyglass,Kevin Kanda,Jason C Bradshaw,Surterre Properties,Coldwell Banker Realty
Newport Beach,1801 Commodore,33.632608,-117.896201,2045000,2045000,966,2117,0,02-28-2021,2,4,Baycrest (BC),N7 - West Bay - Santa Ana Heights,Robert Milliken,Robert Milliken,Surterre Properties,Surterre Properties Inc.
San Clemente,305 Avenida Salvador,33.434507,-117.603683,1299000,1290000,805,1602,8,02-28-2021,2,3,Hillcrest (HC),SC - San Clemente Central,Shevy Akason,Adam Lillestrand,Keller Williams Realty N. Tustin,Keller Williams Realty N. Tustin
Newport Beach,2400 Cliff,33.620557,-117.919568,6795000,6000000,1428,4202,9,03-01-2021,4,4,Newport Heights (NEWH),N6 - Newport Heights,Garrett Weston,Summer Perry,Compass,Surterre Properties Inc.
San Clemente,3011 Eminencia Del Norte,33.47991,-117.634592,4299999,4100000,505,8119,0,03-01-2021,4,5,Other (OTHR),FR - Forster Ranch,Bill Arseneau,Brittany Soroudi,Realty One Group West,Keller Williams OC Coastal Realty
Newport Beach,2631 Waverly,33.615123,-117.90846,3975000,3937500,2047,1924,0,03-01-2021,3,3,Bayshores (BSHR),N9 - Lower Newport Bay - Balboa Island,Jill Wiese,Jill Wiese,Villa Real Estate,Villa Real Estate
Corona del Mar,1205 Keel Dr,33.60166,-117.858204,3395000,3365000,1439,2338,12,03-01-2021,3,3,,CS - Corona Del Mar - Spyglass,Scott Austin,Mark Simon,Coldwell Banker Coastal Alliance,Berkshire Hathaway Homeservice
Newport Beach,517 Bolsa,33.629068,-117.923972,2395000,2395000,756,3168,15,03-01-2021,3,4,Newport Heights (NEWH),N6 - Newport Heights,Jeff Cefalia,Janelle File,Cefalia Real Estate,Compass
Newport Beach,1101 Berkshire,33.625122,-117.90071,2450000,2275000,1013,2246,0,03-01-2021,1,4,Westcliff East (WCDE),N7 - West Bay - Santa Ana Heights,Marlene Hassel,Jon Dishon,Villa Real Estate,Arbor Real Estate
Newport Beach,2057 Commodore,33.636522,-117.899062,2060000,2060000,808,2550,0,03-01-2021,2,4,Baycrest North (BCNO),N7 - West Bay - Santa Ana Heights,Janelle File,Marianne Nahin,Compass,The Nahin Group
Newport Beach,203 Opal,33.60665,-117.896785,2195000,1950000,2216,880,10,03-01-2021,1,2,Balboa Island - Main Island (BALM),N9 - Lower Newport Bay - Balboa Island,Simona Nguyen,AJ Olson Whitfield,First Team Estates,Villa Real Estate
San Juan Capistrano,28061 Las Brisas Del Mar,33.470256,-117.647211,1895000,1800000,508,3543,8,03-01-2021,4,4,Ocean Pointe (OP),JS - San Juan South,Giulietta Wilson,Giulietta Wilson,Pacific Sotheby's Int'l Realty,Pacific Sotheby's Int'l Realty
Laguna Niguel,24282 Via Aquara,33.525564,-117.705325,1798000,1745000,543,3214,30,03-01-2021,2,4,Other (OTHR),LNSLT - Salt Creek,Kristin Halton,Soody Salimi,Coldwell Banker Realty,Pinnacle Realty
Laguna Niguel,24061 Pinehurst,33.517324,-117.710039,1580000,1450000,411,3528,30,03-01-2021,3,4,El Niguel Fairway Estates (ENE),LNSLT - Salt Creek,Linda Birck,Stephanie Harvey,Pacific Sotheby's Int'l Realty,Berkshire Hathaway HomeService
Newport Coast,14 Auvergne,33.608398,-117.835035,999000,1040000,680,1529,1,03-01-2021,3,3,,N26 - Newport Coast,Andrew Azer,Andrew Azer,Times Real Estate,Times Real Estate
San Clemente,5740 Calle Polvorosa,33.47389,-117.620908,977000,977000,572,1708,4,03-01-2021,2,3,Ashton (ASHT),FR - Forster Ranch,Kate Olivas,Kevin Kallenbaugh,First Team Real Estate,Orange Coast Financial Group
Laguna Niguel,39 Dunn,33.521288,-117.68958,700000,750000,521,1440,4,03-01-2021,2,2,Saltaire (LHA),LNSLT - Salt Creek,Stacy Hoehner,Sean Nicholson,"HomeSmart, Evergreen Realty",BayBrook Realty
Dana Point,35811 Beach,33.441861,-117.646868,9500000,7500000,3472,2160,114,03-02-2021,3,3,Beach Road Custom (BR),CB - Capistrano Beach,Michael Caruso,John Veytia,The Agency,Residential Agent Inc
Newport Coast,20 Dunes Bluff,33.570602,-117.828943,5395000,5400000,1800,3000,2,03-02-2021,4,4,Nautilus (CCNA),CR - Crystal Cove,Darcy Ricci,Gail Grabner,Villa Real Estate,Villa Real Estate
Laguna Beach,747 Bayview,33.541026,-117.770604,4495000,4125000,1179,3499,66,03-02-2021,2,3,Temple Hills (TH),LV - Laguna Village,James Ardery,Spencer Wall,Compass,Berkshire Hathaway HomeServices
Laguna Niguel,6 Wildflower,33.490401,-117.68829,3800000,3650000,643,5677,74,03-02-2021,5,6,Bear Brand Ranch Custom (BBR),LNSLT - Salt Creek,Lori McGuire,Sandi Clark,RE/MAX Select One,First Team Real Estate
Dana Point,24692 El Camino Capistrano,33.463065,-117.698881,3100000,3100000,2200,1409,0,03-02-2021,2,2,Other (OTHR),LT - Lantern Village,Brenda McCroskey,Bob Wolff,Compass,Harcourts Prime Properties
Newport Beach,225 Via Lido Nord,33.615376,-117.921811,2895000,2895000,1785,1622,0,03-02-2021,2,3,Lido Island (LIDO),N8 - West Newport - Lido,Jon Flagg,Pablo Rener,Villa Real Estate,First Team Estates
Newport Beach,202 Nata,33.644889,-117.880801,1468000,1440000,692,2081,73,03-02-2021,2,3,Bluffs Homes on the Bay (BNHB),NV - East Bluff - Harbor View,Carrie Brock,Jim Weisenbach,Berkshire Hathaway Home Service,Surterre Properties Inc.
San Clemente,122 Avenida Cornelio,33.417735,-117.600388,1299000,1280000,400,3200,0,03-02-2021,3,4,,699 - Not Defined,Bree Hughes,Casey Kirkland,Douglas Elliman of California,Coldwell Banker Realty
San Clemente,107 Plaza Via Sol,33.465104,-117.599635,1150000,1190000,440,2705,5,03-02-2021,2,5,Terra Linda (TERL),TL - Talega,Kim Jones-Addy,Sandra Marquez,Conrad Realtors,Re/Max Coastal Homes
Dana Point,4 Dauphin,33.486501,-117.710327,1184000,1185000,662,1790,4,03-02-2021,3,3,Marquesa (MBM),MB - Monarch Beach,Kathryn Samuel,Bridget Flavin,First Team Estates,First Team Estates
Dana Point,49 Saint Kitts,33.480316,-117.707063,1250000,1150000,573,2007,6,03-02-2021,2,3,Antigua (MBA),MB - Monarch Beach,Bob Wolff,Roya Oveisi,Harcourts Prime Properties,Douglas Elliman of California
San Juan Capistrano,28181 Via Del Mar,33.491232,-117.642166,1125000,1125000,365,3082,5,03-02-2021,3,4,,OR - Ortega/Orange County,Georgina Seeck,Amanda Rose Lassen,"Residential Agent, Inc.","Residential Agent, Inc."
Laguna Niguel,25075 Sanoria,33.528086,-117.692823,799000,865000,591,1464,6,03-02-2021,2,3,Seagate (SG),LNSEA - Sea Country,Courtney Zapcic,Ryan Dailey,Redfin,Realty One Group West
Laguna Niguel,2 Vista Montemar,33.531115,-117.728055,4288000,4000000,563,7105,114,03-03-2021,5,5,Palmilla (PAL),LNSMT - Summit,Dave Wilkinson,Kevin Houlas,Keller Williams Realty,First Team Estates
Dana Point,33971 Nauticus,33.469583,-117.715757,3590000,3550000,2536,1400,106,03-03-2021,2,2,Gardens (Ocean side of PCH) (NSO),MB - Monarch Beach,Connie McKibban,Danielle Wilson,Berkshire Hathaway Home Service,Pacific Sotheby's Int'l Realty
Corona del Mar,621 Acacia,33.599184,-117.872168,3145000,3145000,1263,2490,4,03-03-2021,3,4,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Adrienne Brandes,Brenda McCroskey,Surterre Properties,Compass
Newport Coast,33 Lemans,33.622163,-117.840711,2960000,2900000,788,3680,125,03-03-2021,3,3,Aubergine (NRAG),N26 - Newport Coast,Thomas Park,Bradley Knypstra,Realty One Group West,"Knypstra, Bradley, Broker"
Newport Beach,2521 Crestview,33.615496,-117.910892,2800000,2690000,1063,2531,0,03-03-2021,4,4,Bayshores (BSHR),N9 - Lower Newport Bay - Balboa Island,Denine Kerns,NONE NONE,"Douglas Elliman Of California,",None MRML
Laguna Beach,1640 Hillcrest,33.55102,-117.803074,2195000,2025000,1246,1625,6,03-03-2021,2,3,,NL - North Laguna,Pattie Kelleher,Jennifer Carey,Realty One Group West,Arbor Real Estate Professional
Newport Beach,2411 Orchid Hill,33.653784,-117.874136,1599000,1570000,730,2151,12,03-03-2021,3,4,Santa Ana Heights Residential (SAHR),N7 - West Bay - Santa Ana Heights,Mike Kennedy,Ryan Knapp,Villa Real Estate,Torelli Realty
San Juan Capistrano,26451 Paseo Infinita,33.471337,-117.667892,1549000,1554000,584,2661,7,03-03-2021,3,3,,JS - San Juan South,Kamran Montazami,Lori McGuire,Re/Max Premier Realty,RE/MAX Select One
Laguna Niguel,22 Pienza,33.513252,-117.705608,1225000,1225000,687,1783,0,03-03-2021,2,3,Siena (MHS),LNSLT - Salt Creek,Linda Battisti,Mike McKibben,Re/Max Property Connection,Arbor Real Estate
Laguna Niguel,28442 Via Nandina,33.549798,-117.700705,905000,1000050,502,1992,2,03-03-2021,2,4,Other (OTHR),LNSEA - Sea Country,Scott Economy,Jessica Helal,Realty One Group West,Regency Real Estate Brokers
Laguna Beach,44 Emerald Bay,33.550732,-117.806491,12700000,11500000,3722,3090,164,03-04-2021,3,5,Emerald Bay (EB),NL - North Laguna,Maura Short,Maura Short,Compass,Compass
Newport Coast,2 Via Brezza,33.601775,-117.837312,4850000,4600000,977,4708,82,03-04-2021,5,5,Pelican Heights - Montecito (MONT),N26 - Newport Coast,Paul Daftarian,Paul Daftarian,Luxe Real Estate,Luxe Real Estate
Corona del Mar,315 Poppy,33.592919,-117.868136,4000000,3965000,1330,2981,561,03-04-2021,3,4,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Christine Green,Giovanne Helou,Coldwell Banker Realty,Coldwell Banker Realty
Newport Beach,5301 River,33.62372,-117.943722,3250000,3250000,1178,2759,0,03-04-2021,4,4,West Newport Beach (WSNB),N8 - West Newport - Lido,Nicolai Glazer,Melissa Barnes,Pacific Sotheby's Int'l Realty,Villa Real Estate
San Juan Capistrano,28572 Paseo Zorro,33.505676,-117.63239,3150000,3150000,399,7895,3,03-04-2021,4,6,Hunters Creek (HUC),OR - Ortega/Orange County,Sandy Rabahieh,Sandy Rabahieh,Surterre Properties,Surterre Properties Inc
San Clemente,4113 Calle Bienvenido,33.467301,-117.661701,2375000,2375000,889,2672,90,03-04-2021,3,4,Harbor Estates (HE),SN - San Clemente North,Erin Valovich,Nicole Cinquini,Coldwell Banker Realty,Douglas Elliman of California
Newport Coast,4 Pavona,33.607811,-117.816928,2190000,2170000,835,2599,136,03-04-2021,2,3,Campobello (CAMP),N26 - Newport Coast,Marcus Kiwi Gualter,Laila Radjabi,Coldwell Banker Realty,Realty One Group West
Newport Beach,1808 Port Seabourne,33.621531,-117.85773,1850000,1850000,1243,1488,0,03-04-2021,2,3,Harbor View Homes (HVHM),NV - East Bluff - Harbor View,Holly Duplanty,Carter Weir,Compass,Berkshire Hathaway Homeservice
