City,Address,Latitude,Longitude,List Price,Close Price,Price Per Sqft,Sqft,DOM,Close Date,Bathrooms,Bedrooms,Subdivision Name,MLS Major Area,List Agent,Buy Agent,List Office Name,Buyer Office Name
Newport Beach,121 Garnet,33.607294,-117.898885,3795000,3500000,1502,2330,168,08-19-2019,1,3,Balboa Island - Main Island (BALM),N9 - Lower Newport Bay - Balboa Island,Tim Smith,Heather Kidder,Coldwell Banker Res. Brokerage,Compass
Laguna Beach,31666 Scenic,33.502988,-117.74132,2295000,2100000,1050,2000,71,08-19-2019,2,4,South Laguna Village (SLV),SL - South Laguna,Chris Moore,William Rolfing,Surterre Properties,First Team Estates
Laguna Beach,1044 Van Dyke,33.534822,-117.765989,1800000,1450000,692,2095,495,08-19-2019,,3,Summit Ridge (SR),LV - Laguna Village,Julie Hile,Julie Hile,Superior Real Estate Network,Superior Real Estate Network
San Clemente,14 Via Gador,33.479276,-117.579447,1175000,1100000,343,3207,187,08-19-2019,2,4,Vittoria (VITT),TL - Talega,Doug Echelberger,Sean Birkle,Pacific Sotheby's Int'l Realty,Windermere Homes & Estates
San Clemente,112 Via Sabinas,33.46345,-117.59191,999999,950000,342,2778,114,08-19-2019,3,4,Monterey (MONT),TL - Talega,Paul Jensen,PERRIE MUNDY,"Paul Jensen, Broker",BHHS PERRIE MUNDY REALTY GROUP
San Clemente,11 Corte Ladino,33.460977,-117.577663,865000,865000,413,2094,1,08-19-2019,2,2,Wavecrest (WAVE),TL - Talega,Shirley Tenger,Shirley Tenger,Berkshire Hathaway Home Service,Berkshire Hathaway HomeService
Dana Point,26891 Calle Verano,33.456896,-117.660711,899000,810000,426,1901,42,08-19-2019,2,3,Palisades (PS),CB - Capistrano Beach,Jamie Sutton,Kevin Lee,Berkshire Hathaway Home Service,T.N.G. Real Estate Consultants
San Clemente,243 Canada,33.426062,-117.624793,845000,810000,668,1213,31,08-19-2019,1,2,Other (OTHR),SC - San Clemente Central,Kelli Haakenson,Kelli Haakenson,Compass,Compass
Laguna Niguel,29462 Crown Ridge,33.534958,-117.703567,799900,780000,371,2102,44,08-19-2019,2,3,,699 - Not Defined,Michael Bohinc,Farah Modarres,The Jireh Group,Select Homes & Investments In
Laguna Niguel,31301 Paseo Del Sol,33.508537,-117.728689,639000,638000,402,1587,82,08-19-2019,2,2,Villa Pacifica (VP),LNSMT - Summit,Robert White,Shahriar Etemad,First Team Real Estate,Realty Benefit
San Juan Capistrano,31196 Calle San Pedro,33.509988,-117.663358,612000,595405,492,1210,4,08-19-2019,2,3,Las Brisas (LB),MA - Mission Area,Darla Gorton,Darla Gorton,Bullock Russell RE Services,Bullock Russell RE Services
Laguna Beach,31791 Coast,33.500704,-117.743933,13995000,13495000,2775,4863,33,08-20-2019,6,4,South Laguna Bluffs (SLB),SL - South Laguna,Josh Mohr,Carrie Gilmore,First Team Real Estate,Surterre Properties Inc
Newport Beach,208 Via Lido Nord,33.616019,-117.922298,5375000,4985000,1793,2780,83,08-20-2019,4,4,Lido Island (LIDO),N8 - West Newport - Lido,Tim Smith,Coleen Brennan,Coldwell Banker Res. Brokerage,Engel & Voelkers Newport Beach
Newport Beach,22 Palazzo,33.631779,-117.85447,2995000,2880000,693,4156,61,08-20-2019,4,5,Lucera (BCYL),NV - East Bluff - Harbor View,Paul Daftarian,Martha Fernandez,Luxe Real Estate,TRG Mortgage
Newport Beach,907 Aleppo,33.636265,-117.872778,2595000,2500000,846,2955,95,08-20-2019,2,4,Eastbluff - Lusk (EBLK),NV - East Bluff - Harbor View,Brenda McCroskey,Marilyn Christian,Compass,Pacific Sotheby's Int'l Realty
Newport Beach,2536 Crestview,33.615232,-117.910429,2700000,2410000,1506,1600,20,08-20-2019,1,3,Bayshores (BSHR),N9 - Lower Newport Bay - Balboa Island,Dean Lueck,Jon Flagg,Compass,Villa Real Estate
Newport Beach,327 Anade,33.605573,-117.905509,2399000,2250000,1019,2208,59,08-20-2019,2,3,Balboa Peninsula (Residential) (BALP),NP - Balboa Peninsula,Victoria Lee,Anna Solomon,Compass,The Agency
San Clemente,3901 Calle Andalucia,33.467687,-117.654774,1999888,1839362,524,3510,29,08-20-2019,4,4,Harbor Estates (HE),SN - San Clemente North,Brendan Kane,Tony Morrison,"Ardor Realty, Inc",Lantern Bay Realty
Dana Point,30 Saint Kitts,33.481046,-117.707419,1275000,1255000,624,2011,69,08-20-2019,2,4,Antigua (MBA),MB - Monarch Beach,Alec Javanshiri,Alec Javanshiri,Re/Max Property Connection,Re/Max Property Connection
San Juan Capistrano,31022 Via Limon,33.512574,-117.626158,1150000,1085000,346,3136,48,08-20-2019,4,5,Warmington Homes (WH),OR - Ortega/Orange County,Robyn Robinson,Maya Lewis,Regency Real Estate Brokers,Coastal Rock Realty
San Clemente,67 Via Sonrisa,33.457438,-117.607538,1099000,1080000,364,2967,61,08-20-2019,2,5,Pacific Crest (PACR),RS - Rancho San Clemente,Brad Trager,James Eichenbaum,Surterre Properties,AREA Realty Group
Laguna Niguel,25251 Hugo,33.53982,-117.689018,979000,979000,600,1632,6,08-20-2019,2,3,Niguel Hills (NH),LNSEA - Sea Country,Matthew Blashaw,Ken Crane,Redfin,First Team Real Estate
Laguna Niguel,4 Fair Oaks,33.522571,-117.683636,899000,900000,435,2069,18,08-20-2019,2,3,Palisades (LHP),LNSLT - Salt Creek,Darel Rosen,Susan Goebel,First Team Real Estate,Coldwell Banker Res. Brokerage
Laguna Niguel,23721 Arjay,33.541198,-117.715796,829000,825000,349,2364,35,08-20-2019,3,5,Hillcrest Village Estates (HILV),LNLAK - Lake Area,Peter Engby,Cahit Denktas,Harcourts Prime Properties,Denktas Realty
Corona del Mar,712 K Thanga,33.611649,-117.888236,4395000,4210000,1111,3789,80,08-21-2019,4,4,Irvine Terrace (IRVT),CS - Corona Del Mar - Spyglass,Casey Lesher,Kenneth Bowen,Coldwell Banker Res. Brokerage,Re/Max Real Estate Group
San Clemente,3862 Calle Del Establo,33.396835,-117.597636,2760000,2760000,480,5750,1,08-21-2019,4,5,Cyprus Cove (CW),SW - San Clemente Southwest,Nicolai Glazer,Robert Diehl,Pacific Sotheby's Int'l Realty,Berkshire Hathaway HomeServic
San Juan Capistrano,31082 Old San Juan,33.509949,-117.672416,2425000,2340000,479,4885,64,08-21-2019,3,4,Old San Juan Road (OSJR),DO - Del Obispo,Jaime Weber,Stephanie DeWames,Compass,Douglas Elliman of California
Newport Coast,23 Amador,33.60544,-117.824669,2125000,2125000,848,2506,15,08-21-2019,3,4,Tesoro Villas (TEVS),N26 - Newport Coast,Tami MacDonald,Zinat Torres,Compass,Arbor Real Estate
Laguna Beach,940 Rembrandt,33.534591,-117.768482,2200000,2025000,530,3821,171,08-21-2019,3,3,Summit Ridge (SR),LV - Laguna Village,Dawn Rinker,Trenton Mason,Pearl Coast Properties,"DOUGLAS ELLIMAN OF CALIFORNIA, INC."
Laguna Niguel,22 Bethany,33.502346,-117.713999,1570000,1538000,456,3373,55,08-21-2019,3,4,Crest De Ville Terraces (CDT),LNSLT - Salt Creek,Paula Cosenza,Joe Tringale,Casa Bella Realty Group,"HomeSmart, Evergreen Realty"
Newport Beach,406 Carlotta,33.637242,-117.883838,1299000,1349000,687,1964,10,08-21-2019,2,3,Bluffs Original (BORI),NV - East Bluff - Harbor View,Jennifer Frazier,Debbie Docherty,Villa Real Estate,First Team Real Estate
San Clemente,908 Avenida Salvador,33.425264,-117.600713,1099000,1000000,425,2353,110,08-21-2019,2,4,Salvador Summit (SAL),SE - San Clemente Southeast,Jeremy Conrad,Casey Kirkland,Conrad Realtors Inc,Anderson Ballard Companies
Laguna Niguel,29712 Michelis,33.531922,-117.717105,895000,880000,309,2848,159,08-21-2019,3,4,Laguna Crest Estates (LCE),LNLAK - Lake Area,Dave Wilkinson,Katherine Marquez,Keller Williams Realty,First Team Real Estate
